23.206603	19.921211	40.001934	0.000000	-1.000000	0.000000	-0.338012	0.000000	0.941142	-0.941142	-0.000000	-0.338012
23.236618	19.853677	40.002435	0.406138	-0.913812	0.000000	-0.293414	-0.130406	0.947049	-0.865425	-0.384633	-0.321088
23.266633	19.808654	40.002924	0.554700	-0.832050	0.000000	-0.281712	-0.187808	0.940939	-0.782909	-0.521939	-0.338576
23.296648	19.763632	40.001231	0.554700	-0.832050	0.000000	-0.301427	-0.200951	0.932073	-0.775532	-0.517021	-0.362270
23.326663	19.741121	40.003864	0.800000	-0.600000	0.000000	-0.232031	-0.309374	0.922198	-0.553319	-0.737758	-0.386718
23.356678	19.718609	40.005945	0.800000	-0.600000	0.000000	-0.239085	-0.318780	0.917179	-0.550307	-0.733743	-0.398475
23.386693	19.696098	40.007473	0.800000	-0.600000	0.000000	-0.246030	-0.328040	0.912063	-0.547238	-0.729651	-0.410049
23.416708	19.651076	40.000285	0.554700	-0.832050	0.000000	-0.348434	-0.232289	0.908094	-0.755580	-0.503720	-0.418766
23.446723	19.628564	40.000151	0.800000	-0.600000	0.000000	-0.266078	-0.354771	0.896292	-0.537775	-0.717034	-0.443463
23.506753	19.606053	40.008025	0.936329	-0.351123	0.000000	-0.176447	-0.470526	0.864564	-0.303569	-0.809517	-0.502522
23.536768	19.583542	40.006766	0.800000	-0.600000	0.000000	-0.279072	-0.372096	0.885248	-0.531149	-0.708198	-0.465120
23.566783	19.561031	40.004946	0.800000	-0.600000	0.000000	-0.285341	-0.380455	0.879679	-0.527807	-0.703743	-0.475569
23.596798	19.538519	40.002563	0.800000	-0.600000	0.000000	-0.291497	-0.388663	0.874054	-0.524432	-0.699243	-0.485829
23.656828	19.516008	40.008154	0.936329	-0.351123	0.000000	-0.191551	-0.510804	0.838086	-0.294272	-0.784724	-0.545538
23.686843	19.493497	40.004631	0.800000	-0.600000	0.000000	-0.303603	-0.404804	0.862531	-0.517518	-0.690025	-0.506005
23.716858	19.470985	40.000542	0.800000	-0.600000	0.000000	-0.309423	-0.412564	0.856766	-0.514060	-0.685413	-0.515705
23.776888	19.448474	40.004396	0.936329	-0.351123	0.000000	-0.202038	-0.538767	0.817870	-0.287173	-0.765795	-0.575404
23.836918	19.425963	40.007661	0.936329	-0.351123	0.000000	-0.205428	-0.547809	0.810990	-0.284758	-0.759353	-0.585060
23.866933	19.403452	40.001839	0.800000	-0.600000	0.000000	-0.326497	-0.435329	0.838981	-0.503388	-0.671185	-0.544161
23.926963	19.380940	40.003927	0.936329	-0.351123	0.000000	-0.211896	-0.565057	0.797377	-0.279978	-0.746607	-0.603481
23.986993	19.358429	40.005419	0.936329	-0.351123	0.000000	-0.215058	-0.573489	0.790481	-0.277556	-0.740151	-0.612486
24.047024	19.335918	40.006310	0.936329	-0.351123	0.000000	-0.218146	-0.581723	0.783588	-0.275136	-0.733697	-0.621280
24.107054	19.313407	40.006599	0.936329	-0.351123	0.000000	-0.221161	-0.589763	0.776703	-0.272719	-0.727250	-0.629867
24.167084	19.290895	40.006283	0.936329	-0.351123	0.000000	-0.224104	-0.597611	0.769830	-0.270306	-0.720815	-0.638248
24.227114	19.268384	40.005358	0.936329	-0.351123	0.000000	-0.226976	-0.605270	0.762974	-0.267898	-0.714395	-0.646429
24.287144	19.245873	40.003822	0.936329	-0.351123	0.000000	-0.229779	-0.612745	0.756139	-0.265498	-0.707995	-0.654412
24.347174	19.223362	40.001672	0.936329	-0.351123	0.000000	-0.232514	-0.620037	0.749327	-0.263106	-0.701617	-0.662200
24.437219	19.200850	40.007300	0.970143	-0.242536	0.000000	-0.169762	-0.679049	0.714194	-0.173217	-0.692870	-0.699948
24.497249	19.178339	40.003900	0.936329	-0.351123	0.000000	-0.237868	-0.634315	0.735570	-0.258276	-0.688736	-0.677448
24.587294	19.155828	40.008245	0.970143	-0.242536	0.000000	-0.173242	-0.692970	0.699843	-0.169737	-0.678948	-0.714297
24.647324	19.133317	40.003582	0.936329	-0.351123	0.000000	-0.242963	-0.647903	0.721936	-0.253489	-0.675969	-0.691960
24.737369	19.110805	40.006629	0.970143	-0.242536	0.000000	-0.176537	-0.706149	0.685703	-0.166307	-0.665230	-0.727881
24.797399	19.088294	40.000688	0.936329	-0.351123	0.000000	-0.247810	-0.660828	0.708447	-0.248752	-0.663339	-0.705764
24.887444	19.065783	40.002422	0.970143	-0.242536	0.000000	-0.179655	-0.718622	0.671794	-0.162934	-0.651735	-0.740738
24.977489	19.043272	40.003487	0.970143	-0.242536	0.000000	-0.181178	-0.724712	0.664806	-0.161239	-0.644957	-0.747016
25.067534	19.020760	40.003876	0.970143	-0.242536	0.000000	-0.182659	-0.730637	0.657880	-0.159559	-0.638237	-0.753123
25.157579	18.998249	40.003588	0.970143	-0.242536	0.000000	-0.184100	-0.736400	0.651016	-0.157895	-0.631579	-0.759064
25.247624	18.975738	40.002616	0.970143	-0.242536	0.000000	-0.185502	-0.742006	0.644217	-0.156246	-0.624983	-0.764842
25.337669	18.953227	40.000957	0.970143	-0.242536	0.000000	-0.186865	-0.747459	0.637484	-0.154613	-0.618450	-0.770463
25.457729	18.930715	40.006821	0.982872	-0.184289	0.000000	-0.145901	-0.778138	0.610913	-0.112584	-0.600449	-0.791698
25.547774	18.908204	40.003757	0.970143	-0.242536	0.000000	-0.189531	-0.758123	0.623961	-0.151333	-0.605331	-0.781455
